# Interesting strings from switchd
0x113aa708    "bcm_port_ability_get: u=%d p=%d abil=0x%x rv=%d\n"
0x113aa73c    "bcm_port_ability_local_get: u=%d p=%d rv=%d\n"
0x113aa818    "_bcm_port_link_get: u=%d p=%d hw=%d up=%d rv=%d\n"
0x113aa84c    "bcm_port_link_status_get: u=%d p=%d up=%d rv=%d\n"
0x113aa880    "bcm_port_ut_priority_set: u=%d p=%d pri=%d rv=%d\n"
0x113aa8b4    "bcm_port_ut_priority_get: u=%d p=%d pri=%d\n"
0x113aa8e0    "bcm_port_encap_get failed: %s\n"
0x113aa900    "bcm_port_enable_get failed: %s\n"
0x113aa920    "bcm_port_link_status_get failed: %s\n"
0x113aa948    "bcm_port_autoneg_get failed: %s\n"
0x113aa96c    "bcm_port_ability_advert_get failed: %s\n"
0x113aa994    "bcm_port_speed_get failed: %s\n"
0x113aa9b4    "bcm_port_duplex_get failed: %s\n"
0x113aa9d4    "bcm_port_pause_get failed: %s\n"
0x113aa9f4    "bcm_port_pause_addr_get failed: %s\n"
0x113aaa18    "bcm_port_linkscan_get failed: %s\n"
0x113aaa3c    "bcm_port_learn_get failed: %s\n"
0x113aaa5c    "bcm_port_discard_get failed: %s\n"
0x113aaa80    "bcm_esw_port_vlan_member_get failed: %s\n"
0x113aaaac    "bcm_port_untagged_priority_get failed: %s\n"
0x113aaad8    "bcm_port_untagged_vlan_get failed: %s\n"
0x113aab00    "bcm_port_stp_get failed: %s\n"
0x113aab20    "bcm_port_pfm_get failed: %s\n"
0x113aab40    "bcm_port_loopback_get failed: %s\n"
0x113aab64    "bcm_port_master_get failed: %s\n"
0x113aab84    "bcm_port_interface_get failed: %s\n"
0x113aaba8    "bcm_rate_mcast_get failed: %s\n"
0x113aabc8    "bcm_rate_bcast_get failed: %s\n"
0x113aabe8    "bcm_rate_dlfbc_get failed: %s\n"
0x113aac08    "bcm_port_speed_max failed: %s\n"
0x113aac28    "bcm_port_ability_get failed: %s\n"
0x113aac4c    "bcm_port_frame_max_get failed: %s\n"
0x113aac70    "bcm_port_mdix_get failed: %s\n"
0x113aac90    "bcm_port_mdix_status_get failed: %s\n"
0x113aacb8    "bcm_port_medium_get failed: %s\n"
0x113aacd8    "bcm_port_fault_get failed: %s\n"
0x113aacf8    "bcm_port_selective_set: u=%d p=%d\n"
0x113aad1c    "bcm_port_encap_set failed: %s\n"
0x113aad3c    "bcm_port_enable_set failed: %s\n"
0x113aad5c    "bcm_port_pause_addr_set failed: %s\n"
0x113aad80    "bcm_port_interface_set failed: %s\n"
0x113aada4    "bcm_port_master_set failed: %s\n"
0x113aadc4    "bcm_port_linkscan_set failed: %s\n"
0x113aade8    "bcm_port_learn_set failed: %s\n"
0x113aae08    "bcm_port_discard_set failed: %s\n"
0x113aae2c    "bcm_esw_port_vlan_member_set failed: %s\n"
0x113aae58    "bcm_port_untagged_priority_set failed: %s\n"
0x113aae84    "bcm_port_untagged_vlan_set (%d) failed: %s\n"
0x113aaeb0    "bcm_port_pfm_set failed: %s\n"
0x113aaed0    "bcm_port_loopback_set failed: %s\n"
0x113aaef4    "bcm_port_ability_advert_set failed: %s\n"
0x113aaf1c    "bcm_port_advert_set failed: (0x%x): %s\n"
0x113aaf44    "bcm_port_autoneg_set failed: %s\n"
0x113aaf68    "bcm_port_speed_set failed: %s\n"
0x113aaf88    "bcm_port_duplex_set failed: %s\n"
0x113aafa8    "bcm_port_pause_set failed: %s\n"
0x113aafc8    "bcm_rate_mcast_port_set failed: %s\n"
0x113aafec    "bcm_rate_bcast_port_set failed: %s\n"
0x113ab010    "bcm_rate_dlfbcast_port_set failed: %s\n"
0x113ab038    "bcm_port_stp_set failed: %s\n"
0x113ab058    "bcm_port_frame_max_set failed: %s\n"
0x113ab07c    "bcm_port_mdix_set failed: %s\n"
0x113ab0ec    "bcm_esw_port_encap_set: u=%d p=%d mode=%d\n"
0x113ab164    "bcm_esw_port_encap_get: u=%d p=%d mode=%d\n"
0x113ab1bc    "bcm_esw_port_phy_get: u=%d p=%d flags=0x%08x phy_reg=0x%08x, phy_data=0x%08x, rv=%d\n"
0x113ab214    "bcm_esw_port_phy_set: u=%d p=%d flags=0x%08x phy_reg=0x%08x phy_data=0x%08x\n"
0x113ab264    "bcm_esw_port_phy_modify: u=%d p=%d flags=0x%08x phy_reg=0x%08x phy_data=0x%08x phy_mask=0x%08x\n"
0x113ab2c4    "bcm_esw_port_vlan_priority_map_get: u=%d p=%d index=%d\n"
0x113ab308    "_bcm_esw_port_err_sym_detect_set: u=%d p=%d enable=%d\n"
0x113ab340    "_bcm_esw_port_err_sym_detect_get: u=%d p=%d status=%d\n"
0x113ab378    "_bcm_esw_port_err_sym_count_get: u=%d p=%d count=%d\n"
0x113ab3b0    "flex_port_phy_addr"
0x113aba7c    "bcm_port_control_set: u=%d p=%d rv=%d : %d\n"
0x113abf88    "bcm_port_control_get: u=%d p=%d v=%d\n"
0x113abfb0    "bcm_port_control_get failure: u=%d p=%d: %s\n"
0x113ac7e8    "Error: Port %d bcm_port_congestion_config was not set.\n"
0x113ac8e0    "VLAN_XLATE_EXTD buffer"
0x113ac8f8    "VLAN_XLATE buffer"
0x113ac90c    "SOURCE_TRUNK_MAP_TABLE buffer"
0x113ac9fc    "     VLAN_PROTOCOL_DATA index - %d\n"
0x113acd4c    "bcm_esw_port_policer_set"
0x113acd80    "bcm_esw_proxy"
0x113ace30    "bcm_proxy_lock"
0x113ace40    "(mode == _BCM_TRX_RATE_PKT_MODE) || (mode == _BCM_TRX_RATE_BYTE_MODE)"
0x113acfa8    "bcm_esw_lock"
0x113acffc    "bcm_esw_stk_cb"
0x113ad0b4    "STK: bcm_port_pause_get failure (%d)\n"
0x113ad0dc    "STK: bcm_port_pause_set failure (%d)\n"
0x113ad620    "      Index RefCount EntriesPerSet - HIGIG_PORT_BITMAP\n"
0x113ad750    "bcm_stat_pbmp"
0x113ad760    "bcm_stat_interval"
0x113ad774    "bcm_stat_flags"
0x113ad7d4    "bcm_stat_jumbo"
0x113adc08    "bcm_stat_get: Statistic not supported: %d\n"
0x113adf90    "bcm_stat_get: Statistic not supported: %d\n"
0x113ae318    "_bcm_stat_generic_get: Statistic not supported: %d\n"
0x113ae6a8    "_bcm_stat_hg_get: Statistic not supported: %d\n"
0x113aea30    "_bcm_stat_xe_get: Statistic not supported: %d\n"
0x113aedb8    "vid != BCM_VLAN_INVALID"
0x113aee58    "bcm_stg_vlan_list"
0x113aee90    "bcm_stg_list"
0x113af02c    "Obtained scache pointer=%p, %d bytes, version=%d.%d\n"
0x113af064    "Downgrade detected.  Current version=%d.%d  found %d.%d\n"
0x113af0a0    "Upgrade scenario supported.  Current version=%d.%d  found %d.%d\n"
0x113b2a48    "_bcm_td2_port_asf_enable_set"
0x113b3298    "VLAN %d: bcm_vlan_port_get: vid %d. pbm 0x%x upbm 0x%x.\n"
0x113b3804    "bcm_esw_vlan_policer_set"
0x113b3820    "bcm_esw_vlan_policer_get"
0x113b3908    "bcm_bst_sync_thread"
0x113b39b0    "mem == L3_DEFIP_PAIR_128m"
0x113b3d48    "BCM56300_A0"
0x113b516c    "BCM5670_A0"
0x113b5178    "BCM5673_A0"
0x113b5184    "BCM5690_A0"
0x113b5190    "BCM5665_A0"
0x113b519c    "BCM5695_A0"
0x113b51a8    "BCM5675_A0"
0x113b51b4    "BCM5674_A0"
0x113b51c0    "BCM5665_B0"
0x113b51cc    "BCM56601_A0"
0x113b51d8    "BCM56601_B0"
0x113b51e4    "BCM56601_C0"
0x113b51f0    "BCM56602_A0"
0x113b51fc    "BCM56602_B0"
0x113b5208    "BCM56602_C0"
0x113b5214    "BCM56504_A0"
0x113b5220    "BCM56504_B0"
0x113b522c    "BCM56102_A0"
0x113b5238    "BCM56304_B0"
0x113b5244    "BCM56112_A0"
0x113b5250    "BCM56314_A0"
0x113b525c    "BCM5650_C0"
0x113b5268    "BCM56800_A0"
0x113b5274    "BCM56218_A0"
0x113b5280    "BCM56514_A0"
0x113b528c    "BCM56624_A0"
0x113b5298    "BCM56624_B0"
0x113b52a4    "BCM56680_A0"
0x113b52b0    "BCM56680_B0"
0x113b52bc    "BCM56224_A0"
0x113b52c8    "BCM56224_B0"
0x113b52d4    "BCM53314_A0"
0x113b52e0    "BCM53324_A0"
0x113b52ec    "BCM56725_A0"
0x113b52f8    "BCM56820_A0"
0x113b5304    "BCM56634_A0"
0x113b5310    "BCM56634_B0"
0x113b531c    "BCM56524_A0"
0x113b5328    "BCM56524_B0"
0x113b5334    "BCM56685_A0"
0x113b5340    "BCM56685_B0"
0x113b534c    "BCM56334_A0"
0x113b5358    "BCM56334_B0"
0x113b5364    "BCM56840_A0"
0x113b5370    "BCM56840_B0"
0x113b537c    "BCM56850_A0"
0x113b5388    "BCM5324_A0"
0x113b5394    "BCM5324_A1"
0x113b53a0    "BCM5324_A2"
0x113b53ac    "BCM5396_A0"
0x113b53b8    "BCM5389_A0"
0x113b53c4    "BCM5398_A0"
0x113b53d0    "BCM5348_A0"
0x113b53dc    "BCM5397_A0"
0x113b53e8    "BCM5347_A0"
0x113b53f4    "BCM5395_A0"
0x113b5400    "BCM53242_A0"
0x113b540c    "BCM53262_A0"
0x113b5418    "BCM53115_A0"
0x113b5424    "BCM53118_A0"
0x113b5430    "BCM53280_A0"
0x113b543c    "BCM53280_B0"
0x113b5448    "BCM53101_A0"
0x113b5454    "BCM53125_A0"
0x113b5460    "BCM53128_A0"
0x113b546c    "BCM53600_A0"
0x113b5484    "BCM53010_A0"
0x113b5490    "BCM53020_A0"
0x113b552c    "BCM56142_A0"
0x113b5538    "BCM56150_A0"
0x113b5598    "BCM56640_A0"
0x113b55a4    "BCM56640_B0"
0x113b55b0    "BCM56340_A0"
0x113b55bc    "BCM56440_A0"
0x113b55c8    "BCM56440_B0"
0x113b55d4    "BCM56450_A0"
0x113b55e0    "BCM56450_B0"
0x113b5650    "BCM5670"
0x113b5658    "BCM5673"
0x113b5660    "BCM5690"
0x113b5668    "BCM5665"
0x113b5670    "BCM5695"
0x113b5678    "BCM5675"
0x113b5680    "BCM5674"
0x113b5688    "BCM56601"
0x113b5694    "BCM56602"
0x113b56a0    "BCM56504"
0x113b56ac    "BCM56102"
0x113b56b8    "BCM56304"
0x113b56c4    "BCM5650"
0x113b56cc    "BCM56800"
0x113b56d8    "BCM56218"
0x113b56e4    "BCM56112"
0x113b56f0    "BCM56314"
0x113b56fc    "BCM56514"
0x113b5708    "BCM56624"
0x113b5714    "BCM56680"
0x113b5720    "BCM56224"
0x113b572c    "BCM53314"
0x113b5738    "BCM56725"
0x113b5744    "BCM56820"
0x113b5750    "BCM56634"
0x113b575c    "BCM56524"
0x113b5768    "BCM56685"
0x113b5774    "BCM56334"
0x113b5780    "BCM56840"
0x113b578c    "BCM56850"
0x113b5798    "BCM5324"
0x113b57a0    "BCM5396"
0x113b57a8    "BCM5389"
0x113b57b0    "BCM5398"
0x113b57b8    "BCM5348"
0x113b57c0    "BCM5397"
0x113b57c8    "BCM5347"
0x113b57d0    "BCM5395"
0x113b57d8    "BCM53242"
0x113b57e4    "BCM53262"
0x113b57f0    "BCM53115"
0x113b57fc    "BCM53118"
0x113b5808    "BCM53280"
0x113b5814    "BCM53101"
0x113b5820    "BCM53125"
0x113b582c    "BCM53128"
0x113b5838    "BCM53600"
0x113b5850    "BCM53010"
0x113b585c    "BCM53020"
0x113b58a4    "BCM56142"
0x113b58b0    "BCM56150"
0x113b58f8    "BCM56640"
0x113b5904    "BCM56340"
0x113b5910    "BCM56440"
0x113b591c    "BCM56450"
0x113b5adc    "cmic_regtest_skip"
0x113b6138    "MAC_TXLLFCMSG"
0x113b6168    "DROP_PKT_MMU"
0x113b6c44    "port %d phy_port %d handle ip: %d\n"
0x113b6c74    "port %d phy_port %d handle ep: %d\n"
0x113b6d10    "port %d phy_port %d handle mib: %d\n"
0x113b71b4    "bcm_stat_sync_timeout"
0x113b74c8    "%sBCM5632 Frame: len=%d (header=%d payload=%d)\n"
0x113b77cc    "dv_chain->dv_op == DV_RX"
0x113b7ad0    "!(flags & ~(SOC_DMA_F_MBM | SOC_DMA_F_POLL | SOC_DMA_F_INTR_ON_DESC | SOC_DMA_F_TX_DROP | SOC_DMA_F_DEFAULT))"
0x113b815c    "unit %d %s TXPLL not locked\n"
0x113b8198    "unit %d TSC %d TXPLL not locked\n"
0x113b9658    "soc_port_phy_eyescan_extrapolate"
0x113b96a8    "soc_port_phy_eyescan_res_print"
0x113b96c8    "soc_port_phy_eyescan_run"
0x113b96e4    "soc_port_phy_eyescan_counter_get"
0x113b9708    "soc_port_phy_eyescan_stop"
0x113b9724    "soc_port_phy_eyescan_start"
0x113b9740    "soc_port_phy_eyescan_counter_clear"
0x113b9764    "soc_port_phy_eyescan_enable"
0x113b9780    "soc_port_phy_eyescan_check_bounds"
0x113b97a4    "soc_port_phy_eyescan_counter_register"
0x113b9b7c    "phy_5690_link_war"
0x113b9bf4    "phy_cl45"
0x113bb014    "ignore_cmic_xgxs_pll_status"
0x113bb044    "phy_lb_needed_in_mac_lb"
0x113bb220    "extended_cmic_error"
0x113bb234    "short_cmic_error"
0x113bb5c4    "cmicm"
0x113bb5cc    "cmicm_b0"
0x113bb5d8    "cmicd"
0x113bb5ec    "cmicm_extended_interrupts"
0x113bb608    "cmicm_multi_dma_cmc"
0x113bb9c8    "linkphy_coe"
0x113bb9f4    "cmic_reserved_queues"
0x113c0340    "%s0x%02x%02x%02x%02x <VLAN_PRI=%d VLAN_CFI=%d VLAN_ID=%d\n"
0x113c086c    "%s0x%02x%02x%02x%02x <START=0x%x HXL=%d VLAN_PRI=%d VLAN_CFI=%d VLAN_ID=%d>\n"
0x113c0a4c    "MIIM_OP_DONE"
0x113c0a78    "ARL_MBUF_DROP"
0x113c0a88    "ARL_DMA_CNT0"
0x113c0a98    "ARL_DMA_XFER"
0x113c0b40    "MMU_IRQ_STAT"
0x113c0bb8    "L3_PARITY/CSE"
0x113c0bc8    "L2_PARITY/HSE"
0x113c0bd8    "VLAN_PARITY/MEMFAIL"
0x113c10f4    "UNIT %d SCHAN ERROR: MMU soft reset\n"
0x113c1178    "UNIT %d SCHAN ERROR: MMU sent cells not in packet\n"
0x113c1368    "Status write for TX and RX DMA CH0"
0x113c1398    "Memory write for RX DMA CH0"
0x113c13c0    "Status write for TX and RX DMA CH1"
0x113c13ec    "Memory write for RX DMA CH1"
0x113c1408    "Status write for TX and RX DMA CH2"
0x113c142c    "Memory write for RX DMA CH2"
0x113c1448    "Status write for TX and RX DMA CH3"
0x113c146c    "Memory write for RX DMA CH3"
0x113c1488    "Descriptor read for TX and RX DMA CH0"
0x113c14bc    "Memory read for TX DMA CH0"
0x113c14d8    "Descriptor read for TX and RX DMA CH1"
0x113c1500    "Memory read for TX DMA CH1"
0x113c151c    "Descriptor read for TX and RX DMA CH2"
0x113c1544    "Memory read for TX DMA CH2"
0x113c1560    "Descriptor read for TX and RX DMA CH3"
0x113c1588    "Memory read for TX DMA CH3"
0x113c15f4    "UNIT %d ERROR interrupt: CMIC_DMA_STAT = 0x%08x PCI %s Error on %s\n"
0x113c1930    "%s(): cmic_irq_stat[0]=0x%x, cmic_irq_stat[1]=0x%x,\n"
0x113c21f0    "MIIM_OP_DONE"
0x113c2440    "soc_cmicm_intr type 1 unit %d: dispatch\n"
0x113c246c    "soc_cmicm_intr unit %d: Disabling unhandled interrupt(s): %d\n"
0x113c24bc    "soc_cmicm_intr type 2 unit %d: dispatch\n"
0x113c24e8    "soc_cmicm_intr0_enable cmc %d unit %d: mask 0x%8x\n"
0x113c251c    "soc_cmicm_intr0_disable cmc %d unit %d: mask 0x%8x\n"
0x113c2550    "soc_cmicm_intr type 0 unit %d: dispatch %s\n"
0x113c257c    "soc_cmicm_intr unit %d: ERROR can't clear type 0 interrupt(s): IRQ=0x%x (disabling 0x%x)\n"
0x113c25d8    "soc_cmicm_intr type 1 unit %d: dispatch %s\n"
0x113c2604    "soc_cmicm_intr unit %d: ERROR can't clear type 1 interrupt(s): IRQ=0x%x (disabling 0x%x)\n"
0x113c2660    "soc_cmicm_intr type 2 unit %d: dispatch %s\n"
0x113c268c    "soc_cmicm_intr unit %d: ERROR can't clear type 2 interrupt(s): IRQ=0x%x (disabling 0x%x)\n"
0x113c26e8    "soc_cmicm_intr type 3 unit %d: dispatch %s\n"
0x113c2714    "soc_cmicm_intr unit %d: ERROR can't clear type 3 interrupt(s): IRQ=0x%x (disabling 0x%x)\n"
0x113c2770    "soc_cmicm_intr type 4 unit %d: dispatch %s\n"
0x113c279c    "soc_cmicm_intr unit %d: ERROR can't clear type 4 interrupt(s): IRQ=0x%x (disabling 0x%x)\n"
0x113c27f8    "soc_cmicm_intr CMC %d type 0 unit %d: dispatch %s\n"
0x113c2f24    "port_bit / 4 < sizeof(phy_map_reg) / sizeof(phy_map_reg[0])"
0x113c30b4    "phy_automedium"
0x113c30c4    "phy_fiber_pref"
0x113c37f0    "port %d FAST_TX_FLUSH.ID=0x%x\n"
0x113c393c    "MacDrainTimeOut:port %d,%s, timeout draining TXFIFO (pending: %d)\n"
0x113c4c10    "EGR_L3_NEXT_HOP buffer"
0x113c5eac    "Invalid BEAT_COUNT (%d) in CMIC_FIFO_CH%d_RD_DMA_CFG \n"
0x113c60e0    "SOC_L3_DEFIP_INDEX_INIT(unit)"
0x113c6100    "SOC_L3_DEFIP_TCAM_DEPTH_GET(unit)"
0x113c6124    "SOC_L3_DEFIP_MAX_TCAMS_GET(unit)"
0x113c6b7c    "/work/monster-03/build.slave/workspace/CumulusLinux-2.5_br_BUILD_powerpc/build/powerpc/bcm-sdk/src/soc/common/miim.c"
0x113c6bf4    "soc_miim_write: id=0x%02x addr=0x%02x data=0x%04x\n"
0x113c6c54    "MiimTimeOut:soc_miim_write, timeout (id=0x%02x addr=0x%02x data=0x%04x)\n"
0x113c6ca0    "phy_rd_data"
0x113c6cac    "soc_miim_read: id=0x%02x addr=0x%02x\n"
0x113c6cd4    "MiimTimeOut:soc_miim_read, timeout (id=0x%02x addr=0x%02x)\n"
0x113c6d10    "soc_miim_read: id=%#02x addr=%#02x data=%#04x\n"
0x113c6d40    "soc_miimc45_write: id=0x%02x phy_devad=0x%02x addr=0x%02x data=0x%04x\n"
0x113c6d88    "MiimTimeOut:soc_miimc45_write, timeout (id=0x%02x addr=0x%02x data=0x%04x)\n"
0x113c6dd4    "soc_miimc45_read: id=0x%02x phy_devad=0x%02x addr=0x%02x\n"
0x113c6e10    "MiimTimeOut:soc_miimc45_read, timeout (id=0x%02x addr=0x%02x)\n"
0x113c6e50    "soc_miimc45_read: read data=0x%04x\n"
0x113c6ea4    "soc_port_config_phy_oam_set failed %d\n"
0x113c6ecc    "soc_port_config_phy_oam_get failed %d\n"
0x113c6ef4    "soc_port_control_phy_oam_set failed %d\n"
0x113c6f1c    "soc_port_control_phy_oam_get failed %d\n"
0x113c6f44    "CMIC_SCHAN_CTRL"
0x113c6f54    "CMIC_ARL_DMA_ADDR"
0x113c6f68    "CMIC_ARL_DMA_CNT"
0x113c6f7c    "CMIC_SCHAN_ERR"
0x113c6f8c    "CMIC_COS_ENABLE_COS0"
0x113c6fa4    "CMIC_COS_ENABLE_COS1"
0x113c6fbc    "CMIC_COS_ENABLE_COS2"
0x113c6fd4    "CMIC_COS_ENABLE_COS3"
0x113c6fec    "CMIC_COS_ENABLE_COS4"
0x113c7004    "CMIC_COS_ENABLE_COS5"
0x113c701c    "CMIC_COS_ENABLE_COS6"
0x113c7034    "CMIC_COS_ENABLE_COS7"
0x113c704c    "CMIC_ARL_MBUF00"
0x113c705c    "CMIC_ARL_MBUF01"
0x113c706c    "CMIC_ARL_MBUF02"
0x113c707c    "CMIC_ARL_MBUF03"
0x113c708c    "CMIC_ARL_MBUF10"
0x113c709c    "CMIC_ARL_MBUF11"
0x113c70ac    "CMIC_ARL_MBUF12"
0x113c70bc    "CMIC_ARL_MBUF13"
0x113c70cc    "CMIC_ARL_MBUF20"
0x113c70dc    "CMIC_ARL_MBUF21"
0x113c70ec    "CMIC_ARL_MBUF22"
0x113c70fc    "CMIC_ARL_MBUF23"
0x113c710c    "CMIC_ARL_MBUF30"
0x113c711c    "CMIC_ARL_MBUF31"
0x113c712c    "CMIC_ARL_MBUF32"
0x113c713c    "CMIC_ARL_MBUF33"
0x113c714c    "CMIC_DMA_CTRL"
0x113c715c    "CMIC_DMA_STAT"
0x113c716c    "CMIC_HOL_STAT"
0x113c717c    "CMIC_CONFIG"
0x113c7188    "CMIC_DMA_DESC0"
0x113c7198    "CMIC_DMA_DESC1"
0x113c71a8    "CMIC_DMA_DESC2"
0x113c71b8    "CMIC_DMA_DESC3"
0x113c71c8    "CMIC_I2C_SLAVE_ADDR"
0x113c71dc    "CMIC_I2C_DATA"
0x113c71ec    "CMIC_I2C_CTRL"
0x113c71fc    "CMIC_I2C_STAT"
0x113c720c    "CMIC_I2C_SLAVE_XADDR"
0x113c7224    "CMIC_I2C_GP0"
0x113c7234    "CMIC_I2C_GP1"
0x113c7244    "CMIC_I2C_RESET"
0x113c7254    "CMIC_LINK_STAT"
0x113c7264    "CMIC_IRQ_STAT"
0x113c7274    "CMIC_IRQ_MASK"
0x113c7284    "CMIC_MEM_FAIL"
0x113c7294    "CMIC_IGBP_WARN"
0x113c72a4    "CMIC_IGBP_DISCARD"
0x113c72b8    "CMIC_MIIM_PARAM"
0x113c72c8    "CMIC_MIIM_READ_DATA"
0x113c72dc    "CMIC_SCAN_PORTS"
0x113c72ec    "CMIC_STAT_DMA_ADDR"
0x113c7300    "CMIC_STAT_DMA_SETUP"
0x113c7314    "CMIC_STAT_DMA_PORTS"
0x113c7328    "CMIC_STAT_DMA_CURRENT"
0x113c7340    "CMIC_ENDIAN_SELECT"
0x113c73dc    "CMIC_SCHAN_D%02d"
0x113c73f0    "CMIC_LED_CTRL"
0x113c7400    "CMIC_LED_STATUS"
0x113c7410    "CMIC_LED_PROG%02x"
0x113c7424    "CMIC_LED_DATA%02x"
0x113c7438    "CMIC_UNUSED_0x%04x"
0x113c74f4    "phy_port_info"
0x113c7504    "int_phy_ctrl"
0x113c7514    "ext_phy_ctrl"
0x113c7524    "phy_rmap"
0x113c7648    "port_phy_clause"
0x113c7658    "phy_bus_i2c"
0x113c76d0    "phy_sgmii_autoneg"
0x113c7ca8    "entered soc_phy_ability_get: unit %d, port %d\n"
0x113c7e0c    "entered soc_phyctrl_port_phy_multi_get: unit=%d, port=%d\n"
0x113c8010    "entered soc_phyctrl_control_set: unit %d, port %d, phy_ctrl %d, value %u\n"
0x113c805c    "entered soc_phyctrl_control_get: unit %d, port %d, phy_ctrl %d\n"
0x113c8130    "entered soc_phyctrl_lane_conrol_set: unit %d, port %d, lane %d, phy_ctrl %d, value %u\n"
0x113c8188    "entered soc_phyctrl_lane_control_get: unit %d, port %d, lane %d, phy_ctrl %d\n"
0x113c8394    "entered soc_phy_ability_local_get: unit %d, port %d\n"
0x113c8528    "phy_chip_info"
0x113c85e0    "entered soc_phy_primary_and_offset_get: unit %d, port %d\n"
0x113c861c    "phy_port_primary_and_offset"
0x113c8824    "phy_ext_rom_boot"
0x113c89b8    "entered soc_cmic_rate_param_get: unit %d\n"
0x113c89e4    "entered soc_cmic_rate_param_set: unit %d, dividend %d, divisor %d\n"
0x113c8a5c    "phy_id0      0x%04x\n"
0x113c8a74    "phy_id1      0x%04x\n"
0x113c8a8c    "phy_model    0x%04x\n"
0x113c8aa4    "phy_rev      0x%04x\n"
0x113c8abc    "phy_oui      0x%04x\n"
0x113c8ad4    "phy_id       0x%02x\n"
0x113c8bcc    "phy_id0 0x%04x\n"
0x113c8bdc    "phy_id1 0x%04x\n"
0x113c8bec    "phy_addr 0x%02x\n"
0x113c8c00    "phy_addr_int 0x%02x\n"
0x113c8c18    "phy_name %s\n"
0x113c8c64    "phy_flags %s%s%s%s%s%s\n"
0x113c8d00    "phy_flags %s%s%s\n"
0x113c8f18    "bcm_esw_pscan_thread_pri"
0x113c96d8    "SOC_PORT_VALID(unit, port)"
0x113c9864    "CMIC_I2CM_SMBUS_CONFIG"
0x113c987c    "CMIC_I2CM_SMBUS_TIMING_CONFIG"
0x113c989c    "CMIC_I2CM_SMBUS_ADDRESS"
0x113c98b4    "CMIC_I2CM_SMBUS_MASTER_FIFO_CONTROL"
0x113c98d8    "CMIC_I2CM_SMBUS_SLAVE_FIFO_CONTROL"
0x113c98fc    "CMIC_I2CM_SMBUS_BIT_BANG_CONTROL"
0x113c9920    "CMIC_I2CM_SMBUS_MASTER_COMMAND"
0x113c9940    "CMIC_I2CM_SMBUS_SLAVE_COMMAND"
0x113c9960    "CMIC_I2CM_SMBUS_EVENT_ENABLE"
0x113c9980    "CMIC_I2CM_SMBUS_EVENT_STATUS"
0x113c99a0    "CMIC_I2CM_SMBUS_MASTER_DATA_WRITE"
0x113c99c4    "CMIC_I2CM_SMBUS_MASTER_DATA_READ"
0x113c99e8    "CMIC_I2CM_SMBUS_SLAVE_DATA_WRITE"
0x113c9a0c    "CMIC_I2CM_SMBUS_SLAVE_DATA_READ"
0x113c9aa8    "MSPI_TXRAM_00"
0x113c9ab8    "MSPI_TXRAM_01"
0x113c9b48    "MSPI_TXRAM_10"
0x113c9b58    "MSPI_TXRAM_11"
0x113c9b68    "MSPI_TXRAM_12"
0x113c9b78    "MSPI_TXRAM_13"
0x113c9b88    "MSPI_TXRAM_14"
0x113c9b98    "MSPI_TXRAM_15"
0x113c9ba8    "MSPI_TXRAM_16"
0x113c9bb8    "MSPI_TXRAM_17"
0x113c9bc8    "MSPI_TXRAM_18"
0x113c9bd8    "MSPI_TXRAM_19"
0x113c9be8    "MSPI_TXRAM_20"
0x113c9bf8    "MSPI_TXRAM_21"
0x113c9c08    "MSPI_TXRAM_22"
0x113c9c18    "MSPI_TXRAM_23"
0x113c9c28    "MSPI_TXRAM_24"
0x113c9c38    "MSPI_TXRAM_25"
0x113c9c48    "MSPI_TXRAM_26"
0x113c9c68    "MSPI_TXRAM_28"
0x113c9ca8    "MSPI_RXRAM_00"
0x113c9cb8    "MSPI_RXRAM_01"
0x113c9cd8    "MSPI_RXRAM_03"
0x113c9d18    "MSPI_RXRAM_07"
0x113c9d48    "MSPI_RXRAM_10"
0x113c9d58    "MSPI_RXRAM_11"
0x113c9d68    "MSPI_RXRAM_12"
0x113c9d78    "MSPI_RXRAM_13"
0x113c9d88    "MSPI_RXRAM_14"
0x113c9d98    "MSPI_RXRAM_15"
0x113c9da8    "MSPI_RXRAM_16"
0x113c9db8    "MSPI_RXRAM_17"
0x113c9dc8    "MSPI_RXRAM_18"
0x113c9dd8    "MSPI_RXRAM_19"
0x113c9de8    "MSPI_RXRAM_20"
0x113c9df8    "MSPI_RXRAM_21"
0x113c9e08    "MSPI_RXRAM_22"
0x113c9e18    "MSPI_RXRAM_23"
0x113c9e28    "MSPI_RXRAM_24"
0x113c9e38    "MSPI_RXRAM_25"
0x113c9e48    "MSPI_RXRAM_26"
0x113c9e58    "MSPI_RXRAM_27"
0x113c9e68    "MSPI_RXRAM_28"
0x113c9e78    "MSPI_RXRAM_29"
0x113c9e88    "MSPI_RXRAM_30"
0x113c9e98    "MSPI_RXRAM_31"
0x113c9fa8    "CMICM_BSPI_MAST_N_BOOT"
0x113c9fc0    "CMICM_BSPI_BUSY_STATUS"
0x113c9fd8    "CMICM_BSPI_INTR_STATUS"
0x113c9ff0    "CMICM_BSPI_B0_STATUS"
0x113ca008    "CMICM_BSPI_B0_CNTRL"
0x113ca01c    "CMICM_BSPI_B1_STATUS"
0x113ca034    "CMICM_BSPI_B1_CNTRL"
0x113ca048    "CMIC_GP_DATA_IN"
0x113ca058    "CMIC_GP_DATA_OUT"
